City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
378,lahad datu,5.0268,118.327,75.4,91,40,1.79,MY,Thu Oct 26 16:38:37 2023
379,igatpuri,19.7,73.55,68.31,42,86,6.17,IN,Thu Oct 26 16:38:38 2023
380,prince george,53.9166,-122.753,35.26,46,20,16.11,CA,Thu Oct 26 16:35:10 2023
381,shetpe,44.1667,52.1167,54.48,59,100,16.62,KZ,Thu Oct 26 16:38:40 2023
382,zhigalovo,54.8097,105.1578,33.8,77,100,3.31,RU,Thu Oct 26 16:38:41 2023
383,las cruces,32.3123,-106.7783,76.05,35,0,8.99,US,Thu Oct 26 16:38:42 2023
384,new norfolk,-42.7826,147.0587,47.7,76,23,2.53,AU,Thu Oct 26 16:38:42 2023
385,geraldton,-28.7667,114.6,61.21,82,100,18.41,AU,Thu Oct 26 16:37:01 2023
386,slave lake,55.2834,-114.769,24.78,93,100,8.05,CA,Thu Oct 26 16:34:50 2023
387,giado,31.9582,12.0203,69.03,35,1,7.78,LY,Thu Oct 26 16:38:45 2023
388,chibougamau,49.9168,-74.3659,37.02,75,100,3.44,CA,Thu Oct 26 16:38:46 2023
389,afgooye,2.1381,45.1212,78.98,84,19,9.01,SO,Thu Oct 26 16:38:47 2023
390,onega,63.9061,38.1404,28.26,77,96,5.41,RU,Thu Oct 26 16:38:47 2023
391,cockburn town,21.4612,-71.1419,82.15,68,1,20.24,TC,Thu Oct 26 16:38:48 2023
392,nar'yan-mar,67.6713,53.087,11.1,100,78,4.0,RU,Thu Oct 26 16:38:50 2023
393,prince rupert,54.3161,-130.3201,48.29,37,0,10.36,CA,Thu Oct 26 16:38:51 2023
394,tomatlan,19.9333,-105.25,85.32,65,100,8.81,MX,Thu Oct 26 16:38:52 2023
395,annau,37.8876,58.516,62.1,77,100,4.61,TM,Thu Oct 26 16:38:53 2023
396,carnarvon,-24.8667,113.6333,67.3,79,12,26.66,AU,Thu Oct 26 16:38:53 2023
397,haimen,23.1935,116.6142,73.29,88,24,5.86,CN,Thu Oct 26 16:38:54 2023
398,savanna-la-mar,18.219,-78.1332,87.93,61,26,11.59,JM,Thu Oct 26 16:38:55 2023
399,brookings,44.3114,-96.7984,52.18,96,100,9.22,US,Thu Oct 26 16:34:32 2023
400,lisakovsk,52.5369,62.4936,28.45,68,0,8.46,KZ,Thu Oct 26 16:38:57 2023
401,uturoa,-16.7333,-151.4333,79.05,79,100,12.55,PF,Thu Oct 26 16:38:57 2023
402,klaksvik,62.2266,-6.589,49.12,86,67,26.4,FO,Thu Oct 26 16:38:58 2023
403,bizerte,37.2744,9.8739,68.0,83,20,2.3,TN,Thu Oct 26 16:38:59 2023
404,puerto ayacucho,5.6639,-67.6236,87.85,66,48,4.65,VE,Thu Oct 26 16:39:01 2023
405,betio village,1.358,172.9211,80.64,74,52,9.28,KI,Thu Oct 26 16:39:02 2023
406,smithers,54.7804,-127.1743,32.32,51,0,3.44,CA,Thu Oct 26 16:39:03 2023
407,obihiro,42.9172,143.2044,44.73,92,38,0.85,JP,Thu Oct 26 16:37:05 2023
408,karratha,-20.7377,116.8463,87.37,20,15,19.33,AU,Thu Oct 26 16:38:16 2023
409,vilyuchinsk,52.9306,158.4028,34.93,77,4,7.0,RU,Thu Oct 26 16:39:06 2023
410,malanje,-9.5402,16.341,66.02,91,97,2.08,AO,Thu Oct 26 16:39:07 2023
411,broken hill,-31.95,141.4333,50.23,54,0,14.16,AU,Thu Oct 26 16:39:08 2023
412,rikaze,29.25,88.8833,33.39,51,0,3.15,CN,Thu Oct 26 16:39:09 2023
413,ta`u,-14.2336,-169.5144,79.07,80,100,16.75,AS,Thu Oct 26 16:39:10 2023
414,barranca,-10.75,-77.7667,69.55,71,28,11.16,PE,Thu Oct 26 16:39:11 2023
415,banda aceh,5.5577,95.3222,79.54,80,98,9.4,ID,Thu Oct 26 16:39:12 2023
416,ad dilam,23.9915,47.1627,79.21,50,0,8.32,SA,Thu Oct 26 16:39:13 2023
417,pimentel,-6.8367,-79.9342,75.49,64,0,18.41,PE,Thu Oct 26 16:39:14 2023
418,sona,45.4388,10.8255,59.32,95,75,5.75,IT,Thu Oct 26 16:39:15 2023
419,villa regina,-39.1,-67.0667,82.98,15,85,8.99,AR,Thu Oct 26 16:39:16 2023
420,island harbour,50.724,-1.2758,53.98,95,73,1.01,GB,Thu Oct 26 16:39:16 2023
421,aksuat,48.7167,83.7,47.73,71,100,8.55,KZ,Thu Oct 26 16:39:18 2023
422,kumbo,6.2,10.6667,60.06,93,98,3.0,CM,Thu Oct 26 16:39:19 2023
423,inhambane,-23.865,35.3833,69.4,68,0,8.16,MZ,Thu Oct 26 16:39:20 2023
424,tabas,33.5959,56.9244,71.08,36,39,2.62,IR,Thu Oct 26 16:39:20 2023
425,kodinsk,58.6881,99.1844,44.44,80,100,11.01,RU,Thu Oct 26 16:39:21 2023
426,sharhorod,48.7383,28.085,54.7,86,99,6.4,UA,Thu Oct 26 16:39:22 2023
427,bandon,51.7469,-8.7425,49.59,94,43,4.7,IE,Thu Oct 26 16:39:23 2023
428,nizhneudinsk,54.9076,99.0276,41.27,67,87,4.68,RU,Thu Oct 26 16:39:24 2023
429,moe,-38.1667,146.2667,47.64,74,1,1.59,AU,Thu Oct 26 16:39:25 2023
430,ban karon,7.8477,98.2985,85.78,76,98,2.98,TH,Thu Oct 26 16:39:26 2023
431,sorong,-0.8833,131.25,79.59,80,59,12.55,ID,Thu Oct 26 16:39:26 2023
432,flin flon,54.7682,-101.865,28.24,46,100,9.22,CA,Thu Oct 26 16:39:27 2023
433,ngambe,4.2333,10.6167,69.53,100,100,0.56,CM,Thu Oct 26 16:39:28 2023
434,petawawa,45.9001,-77.3328,62.19,85,100,8.05,CA,Thu Oct 26 16:39:29 2023
435,kirakira,-10.4544,161.9205,82.98,73,77,5.46,SB,Thu Oct 26 16:39:30 2023
436,dunedin,-45.8742,170.5036,41.81,62,26,15.99,NZ,Thu Oct 26 16:39:31 2023
437,turkestan,43.3333,68.25,50.13,52,100,1.61,KZ,Thu Oct 26 16:39:32 2023
438,malabar,-33.9667,151.25,56.91,83,75,20.71,AU,Thu Oct 26 16:39:33 2023
439,sihanoukville,10.6093,103.5296,78.75,94,40,3.44,KH,Thu Oct 26 16:39:34 2023
440,misratah,32.3754,15.0925,74.07,72,0,3.42,LY,Thu Oct 26 16:39:35 2023
441,kuzma,46.8369,16.0833,57.09,86,100,2.01,SI,Thu Oct 26 16:39:36 2023
442,kenai,60.5544,-151.2583,36.14,89,0,0.0,US,Thu Oct 26 16:39:37 2023
443,inarajan village,13.2736,144.7484,81.57,96,77,6.42,GU,Thu Oct 26 16:39:38 2023
444,farafangana,-22.8167,47.8333,72.75,87,100,12.55,MG,Thu Oct 26 16:39:38 2023
445,santiago,-33.4569,-70.6483,75.29,36,0,18.41,CL,Thu Oct 26 16:28:28 2023
446,bemidji,47.4736,-94.8803,43.92,100,100,8.05,US,Thu Oct 26 16:39:15 2023
447,khorinsk,52.1657,109.7726,28.96,76,36,1.95,RU,Thu Oct 26 16:39:41 2023
448,ambovombe,-25.1667,46.0833,67.39,69,100,5.64,MG,Thu Oct 26 16:39:42 2023
449,nizhniy kuranakh,58.8353,125.4869,2.68,95,39,3.13,RU,Thu Oct 26 16:39:43 2023
450,ponta delgada,37.7333,-25.6667,63.32,72,20,5.75,PT,Thu Oct 26 16:39:44 2023
451,tirumullaivasal,11.2333,79.8333,79.97,77,46,6.13,IN,Thu Oct 26 16:39:45 2023
452,minas de marcona,-15.2119,-75.1103,65.62,67,98,10.58,PE,Thu Oct 26 16:39:46 2023
453,fort bragg,35.139,-79.006,81.82,57,6,4.0,US,Thu Oct 26 16:35:45 2023
454,sevastopol,44.6,33.5333,64.99,68,100,5.99,UA,Thu Oct 26 16:35:43 2023
455,sanya,18.2431,109.505,77.16,94,75,2.24,CN,Thu Oct 26 16:39:49 2023
456,veinticinco de mayo,-35.4323,-60.1727,73.98,51,6,5.99,AR,Thu Oct 26 16:39:51 2023
457,niwai,26.35,75.9167,71.37,29,0,5.32,IN,Thu Oct 26 16:39:52 2023
458,alice springs,-23.7,133.8833,42.35,33,0,5.75,AU,Thu Oct 26 16:36:38 2023
459,jaboticabal,-21.2547,-48.3222,75.81,78,77,3.87,BR,Thu Oct 26 16:39:54 2023
460,banamba,13.55,-7.45,82.15,14,2,6.76,ML,Thu Oct 26 16:39:55 2023
461,launceston,-41.45,147.1667,38.84,87,40,6.91,AU,Thu Oct 26 16:39:56 2023
462,san ignacio rio muerto,27.4167,-110.2333,88.32,26,0,7.7,MX,Thu Oct 26 16:39:57 2023
463,pemangkat,1.1667,108.9667,77.74,87,99,4.99,ID,Thu Oct 26 16:39:58 2023
464,bani walid,31.7566,13.9942,67.77,79,0,5.14,LY,Thu Oct 26 16:39:59 2023
465,bhadrachalam,17.6667,80.8833,67.68,71,2,1.68,IN,Thu Oct 26 16:39:59 2023
466,taroa,8.7058,171.2275,83.21,74,26,10.87,MH,Thu Oct 26 16:40:00 2023
467,rustam,27.969,68.8048,75.15,22,43,0.63,PK,Thu Oct 26 16:40:01 2023
468,fort mcmurray,56.7268,-111.381,29.79,86,100,8.05,CA,Thu Oct 26 16:35:56 2023
469,juan griego,11.0817,-63.9655,84.47,73,97,6.76,VE,Thu Oct 26 16:40:04 2023
470,macau,22.2006,113.5461,77.86,88,20,3.44,MO,Thu Oct 26 16:40:05 2023
471,maxixe,-23.8597,35.3472,68.41,70,0,7.25,MZ,Thu Oct 26 16:40:06 2023
472,aripuana,-9.1667,-60.6333,81.7,71,94,3.6,BR,Thu Oct 26 16:40:07 2023
473,howrah,22.5892,88.3103,78.8,83,20,0.0,IN,Thu Oct 26 16:40:08 2023
474,praia,14.9215,-23.5087,82.94,78,75,18.41,CV,Thu Oct 26 16:40:09 2023
475,arkhangel'sk,64.5401,40.5433,30.13,83,99,5.21,RU,Thu Oct 26 16:40:10 2023
476,zaozersk,69.4005,32.4476,24.15,94,100,5.84,RU,Thu Oct 26 16:40:11 2023
477,macusani,-14.0833,-70.4333,48.0,63,100,7.11,PE,Thu Oct 26 16:40:12 2023
478,pizarro,4.9533,-77.366,76.84,90,87,19.66,CO,Thu Oct 26 16:40:14 2023
479,kruisfontein,-34.0033,24.7314,61.83,76,92,12.19,ZA,Thu Oct 26 16:40:14 2023
480,arno,60.1167,18.6333,38.79,78,100,10.09,SE,Thu Oct 26 16:40:15 2023
481,lexington,37.9887,-84.4777,77.0,49,75,12.66,US,Thu Oct 26 16:29:41 2023
482,malatya,38.5,38.0,59.05,59,0,8.05,TR,Thu Oct 26 16:40:17 2023
483,zemetchino,53.4973,42.6163,28.4,91,100,14.83,RU,Thu Oct 26 16:40:18 2023
484,coron,11.9986,120.2043,78.12,89,52,3.11,PH,Thu Oct 26 16:40:19 2023
485,chicoana,-25.1009,-65.5331,73.45,55,97,11.05,AR,Thu Oct 26 16:40:21 2023
486,karymskoye,51.6167,114.35,28.51,74,10,1.9,RU,Thu Oct 26 16:40:21 2023
487,tchintabaraden,15.8969,5.7985,85.62,11,76,4.81,NE,Thu Oct 26 16:40:22 2023
488,sogod,10.3847,124.9814,75.07,93,43,1.57,PH,Thu Oct 26 16:40:23 2023
489,tczew,54.0924,18.7779,50.76,100,100,3.8,PL,Thu Oct 26 16:40:24 2023
490,chonchi,-42.6128,-73.8092,58.21,60,94,6.62,CL,Thu Oct 26 16:40:25 2023
491,camabatela,-8.1881,15.375,63.88,96,94,2.17,AO,Thu Oct 26 16:40:26 2023
492,la ronge,55.1001,-105.2842,28.65,54,75,10.36,CA,Thu Oct 26 16:40:27 2023
493,kumertau,52.7667,55.7833,26.73,70,9,1.81,RU,Thu Oct 26 16:40:27 2023
494,bratsk,56.1325,101.6142,45.09,69,100,9.71,RU,Thu Oct 26 16:40:29 2023
495,madras,13.0878,80.2785,83.97,80,20,2.3,IN,Thu Oct 26 16:40:29 2023
496,kuta,-8.7233,115.1723,77.0,94,40,5.99,ID,Thu Oct 26 16:40:30 2023
497,comodoro rivadavia,-45.8667,-67.5,58.86,38,40,11.5,AR,Thu Oct 26 16:40:31 2023
498,glace bay,46.1969,-59.957,54.32,84,20,6.91,CA,Thu Oct 26 16:40:32 2023
499,kidal,18.4411,1.4078,84.83,11,87,8.43,ML,Thu Oct 26 16:40:33 2023
500,tateyama,34.9833,139.8667,67.23,61,69,8.03,JP,Thu Oct 26 16:40:34 2023
501,west wodonga,-36.1257,146.8486,49.75,100,0,3.78,AU,Thu Oct 26 16:40:03 2023
502,powell river,49.8496,-124.5361,48.33,66,75,8.05,CA,Thu Oct 26 16:38:13 2023
503,okhotsk,59.3833,143.3,24.39,90,100,10.65,RU,Thu Oct 26 16:40:37 2023
504,kollam,8.8833,76.6,78.69,83,82,2.95,IN,Thu Oct 26 16:40:38 2023
505,mount isa,-20.7333,139.5,64.17,17,0,13.8,AU,Thu Oct 26 16:40:38 2023
506,swakopmund,-22.6833,14.5333,61.65,92,24,2.8,NA,Thu Oct 26 16:40:39 2023
507,caleta de carquin,-11.0925,-77.6267,70.11,74,55,11.34,PE,Thu Oct 26 16:40:40 2023
508,mukalla,14.5425,49.1242,79.81,69,81,6.91,YE,Thu Oct 26 16:40:42 2023
509,port hedland,-20.3167,118.5667,75.25,46,100,5.75,AU,Thu Oct 26 16:40:42 2023
510,kristinestad,62.2743,21.376,28.89,86,34,7.02,FI,Thu Oct 26 16:40:43 2023
511,harstad,68.799,16.5293,36.61,97,83,3.0,NO,Thu Oct 26 16:40:44 2023
512,thames,-37.1333,175.5333,55.38,94,100,9.78,NZ,Thu Oct 26 16:36:16 2023
513,rabaul,-4.1967,152.1721,78.94,82,100,8.9,PG,Thu Oct 26 16:40:46 2023
514,zinjibar,13.1287,45.3807,82.62,74,100,17.81,YE,Thu Oct 26 16:40:47 2023
515,itaituba,-4.2761,-55.9836,98.76,47,20,3.31,BR,Thu Oct 26 16:40:47 2023
516,mahanoro,-19.9,48.8,75.0,95,56,4.81,MG,Thu Oct 26 16:40:48 2023
517,bardai,11.65,7.2333,74.66,27,70,2.86,NG,Thu Oct 26 16:40:49 2023
518,turabah,21.2141,41.6331,75.18,47,99,10.98,SA,Thu Oct 26 16:40:50 2023
519,beau vallon,-20.4189,57.6953,77.22,88,20,3.44,MU,Thu Oct 26 16:40:51 2023
520,eyl,7.9803,49.8164,80.17,81,33,8.86,SO,Thu Oct 26 16:40:52 2023
521,leer,53.2316,7.461,51.94,94,100,1.01,DE,Thu Oct 26 16:40:52 2023
522,mezhdurechenskiy,59.6,65.9333,21.2,69,65,10.33,RU,Thu Oct 26 16:40:53 2023
523,sarangani,5.4033,125.4636,83.25,75,98,10.47,PH,Thu Oct 26 16:40:54 2023
524,collie,-33.3667,116.15,49.08,84,64,6.53,AU,Thu Oct 26 16:40:55 2023
525,charters towers,-20.1,146.2667,72.61,56,0,19.98,AU,Thu Oct 26 16:40:56 2023
526,aksu,41.1231,80.2644,53.78,33,43,3.09,CN,Thu Oct 26 16:40:56 2023
527,lazaro cardenas,17.9583,-102.2,82.81,79,99,8.63,MX,Thu Oct 26 16:40:57 2023
528,carbondale,37.7273,-89.2168,79.09,54,0,18.41,US,Thu Oct 26 16:31:49 2023
529,constitucion,-35.3333,-72.4167,58.33,70,6,13.62,CL,Thu Oct 26 16:41:00 2023
530,kadhan,24.481,68.9859,79.77,63,11,9.13,PK,Thu Oct 26 16:41:00 2023
531,port-vila,-17.7338,168.3219,80.2,83,75,6.91,VU,Thu Oct 26 16:41:01 2023
532,lamu,-2.2717,40.902,78.89,86,26,10.22,KE,Thu Oct 26 16:41:02 2023
533,lubang,13.8584,120.124,83.5,72,84,7.56,PH,Thu Oct 26 16:41:04 2023
534,pangai,-19.8,-174.35,77.11,69,75,18.41,TO,Thu Oct 26 16:41:04 2023
535,kavieng,-2.5744,150.7967,80.92,80,100,6.33,PG,Thu Oct 26 16:41:05 2023
536,ataq,14.5377,46.8319,70.75,77,95,8.7,YE,Thu Oct 26 16:41:07 2023
537,tchibanga,-2.85,11.0333,71.28,98,100,2.3,GA,Thu Oct 26 16:41:08 2023
538,badagry,6.4167,2.8833,79.36,86,92,8.14,NG,Thu Oct 26 16:41:09 2023
539,saint-georges,12.0564,-61.7485,82.08,89,20,2.3,GD,Thu Oct 26 16:41:10 2023
540,turpan,42.9333,89.1667,58.89,37,27,1.14,CN,Thu Oct 26 16:39:18 2023
541,papao,-17.75,-149.55,83.88,86,100,5.77,PF,Thu Oct 26 16:41:12 2023
542,chadron,42.8294,-102.9999,28.08,86,100,9.22,US,Thu Oct 26 16:41:12 2023
543,luena,-11.7833,19.9167,69.98,83,74,4.61,AO,Thu Oct 26 16:41:13 2023
544,quepos,9.4236,-84.1652,80.02,85,97,5.3,CR,Thu Oct 26 16:40:25 2023
545,cambria,35.5641,-121.0808,74.55,77,1,8.01,US,Thu Oct 26 16:41:15 2023
546,arauca,7.0847,-70.7591,84.16,79,40,2.3,CO,Thu Oct 26 16:39:37 2023
547,boden,65.8252,21.6886,32.0,99,100,3.47,SE,Thu Oct 26 16:41:16 2023
548,tutoia,-2.7619,-42.2744,79.38,78,15,12.44,BR,Thu Oct 26 16:41:17 2023
549,masuguru,-11.3667,38.4167,82.31,59,95,8.61,TZ,Thu Oct 26 16:41:18 2023
550,erenhot,43.6475,111.9767,46.83,22,5,7.56,CN,Thu Oct 26 16:41:20 2023
551,guarapari,-20.6667,-40.4975,74.84,96,56,2.71,BR,Thu Oct 26 16:41:21 2023
552,al jawf,29.5,38.75,75.61,31,0,13.22,SA,Thu Oct 26 16:41:22 2023
553,borba,-4.3878,-59.5939,91.99,46,78,3.04,BR,Thu Oct 26 16:41:23 2023
554,oamaru,-45.0784,170.9801,40.37,67,94,1.01,NZ,Thu Oct 26 16:41:24 2023
555,luwuk,-0.9516,122.7875,74.39,65,5,3.83,ID,Thu Oct 26 16:38:17 2023
556,coquimbo,-29.9533,-71.3436,58.73,77,40,12.66,CL,Thu Oct 26 16:41:26 2023
557,mata-utu,-13.2816,-176.1745,80.71,76,98,14.2,WF,Thu Oct 26 16:41:27 2023
558,lockwood,45.8191,-108.4149,19.42,80,100,6.91,US,Thu Oct 26 16:41:27 2023
559,dadukou,26.5479,101.7054,59.63,94,4,1.52,CN,Thu Oct 26 16:41:28 2023
560,dazhou,31.2159,107.5009,59.52,94,100,2.48,CN,Thu Oct 26 16:41:29 2023
561,alice,27.7523,-98.0697,89.04,82,75,13.8,US,Thu Oct 26 16:41:30 2023
562,buka,40.8108,69.1986,59.14,66,100,0.96,UZ,Thu Oct 26 16:41:31 2023
563,boguchany,58.3814,97.4531,44.85,67,100,8.99,RU,Thu Oct 26 16:41:33 2023
564,jumla,29.2747,82.1838,42.24,84,0,3.76,NP,Thu Oct 26 16:39:03 2023
565,coos bay,43.3665,-124.2179,57.18,62,40,8.05,US,Thu Oct 26 16:41:35 2023
566,coruripe,-10.1256,-36.1756,79.32,75,32,17.81,BR,Thu Oct 26 16:38:27 2023
567,federal,-30.9547,-58.7833,72.19,58,12,6.11,AR,Thu Oct 26 16:41:37 2023
568,saldanha,-33.0117,17.9442,57.25,88,11,3.58,ZA,Thu Oct 26 16:41:37 2023
569,mangrol,21.1167,70.1167,79.92,63,14,5.03,IN,Thu Oct 26 16:41:38 2023
